transcript	exonic_length	exonic_length_utr5	exonic_length_cds	exonic_length_utr3
ENSMUST00000087654	3407	100	1767	1540
ENSMUST00000236799	1272	65	1158	49
ENSMUST00000114455	1765	112	1557	96
ENSMUST00000040609	847	78	744	25
ENSMUST00000039324	5202	NA	5202	NA
ENSMUST00000234189	1909	NA	NA	NA
ENSMUST00000232926	1327	NA	NA	NA
ENSMUST00000233328	2378	328	1680	370
ENSMUST00000216488	3188	895	933	1360
ENSMUST00000024572	1614	266	1170	178
ENSMUST00000058826	942	NA	942	NA
ENSMUST00000086693	7221	405	5838	978
ENSMUST00000234858	847	NA	NA	NA
ENSMUST00000232745	1450	NA	NA	NA
ENSMUST00000061278	936	NA	936	NA
ENSMUST00000147532	1447	538	852	57
ENSMUST00000164342	2559	400	1620	539
ENSMUST00000234211	549	NA	NA	NA
ENSMUST00000233508	1348	118	717	513
ENSMUST00000024888	4531	NA	2124	2407
ENSMUST00000233870	1414	258	747	409
ENSMUST00000233163	1513	NA	NA	NA
ENSMUST00000178858	804	103	255	446
ENSMUST00000190066	2221	539	1314	368
ENSMUST00000035701	2360	63	2079	218
ENSMUST00000234335	1574	62	981	531
ENSMUST00000180468	1796	NA	NA	NA
ENSMUST00000231416	3451	600	1974	877
ENSMUST00000173844	382	90	210	82
ENSMUST00000178179	518	51	306	161
ENSMUST00000234507	1653	188	834	631
ENSMUST00000025229	2737	402	2292	43
ENSMUST00000067103	2784	23	927	1834
ENSMUST00000053896	3712	503	3069	140
ENSMUST00000145224	2249	285	1566	398
ENSMUST00000231354	731	NA	NA	NA
ENSMUST00000012440	2426	264	1620	542
ENSMUST00000177939	3844	531	1371	1942
ENSMUST00000232863	2009	106	1890	13
ENSMUST00000059906	1373	21	834	518
ENSMUST00000234476	4432	191	1911	2330
ENSMUST00000166343	996	NA	873	123
ENSMUST00000053218	3250	365	2274	611
ENSMUST00000024709	5364	73	1914	3377
ENSMUST00000024905	3811	332	1947	1532
ENSMUST00000095544	638	32	531	75
ENSMUST00000209681	1575	NA	NA	NA
ENSMUST00000233245	3883	319	2982	582
ENSMUST00000234883	4660	191	2139	2330
ENSMUST00000228075	5337	199	1686	3452
ENSMUST00000038446	2143	433	519	1191
ENSMUST00000073667	1555	149	933	473
ENSMUST00000087189	579	NA	564	15
ENSMUST00000173222	859	407	228	224
ENSMUST00000201089	4081	275	1668	2138
ENSMUST00000233039	1014	NA	NA	NA
ENSMUST00000234029	1516	NA	996	520
ENSMUST00000234442	806	NA	NA	NA
ENSMUST00000042296	6737	507	978	5252
ENSMUST00000233898	1705	155	1365	185
ENSMUST00000214848	1861	550	933	378
ENSMUST00000235547	1127	335	555	237
ENSMUST00000114886	996	362	420	214
ENSMUST00000233480	2698	123	2166	409
ENSMUST00000233337	2921	170	597	2154
ENSMUST00000226284	6266	119	5358	789
ENSMUST00000233972	2185	191	1872	122
ENSMUST00000121671	561	72	357	132
ENSMUST00000097295	946	NA	NA	NA
ENSMUST00000118828	3271	200	1335	1736
ENSMUST00000115154	2249	13	945	1291
ENSMUST00000097281	6388	41	6213	134
ENSMUST00000233248	2820	180	786	1854
ENSMUST00000025246	961	176	648	137
ENSMUST00000173084	1286	302	477	507
ENSMUST00000237560	1841	667	1056	118
ENSMUST00000024736	3628	260	1554	1814
ENSMUST00000115409	4623	110	1299	3214
ENSMUST00000019684	1717	91	681	945
ENSMUST00000046839	1776	89	597	1090
ENSMUST00000217590	2783	195	927	1661
ENSMUST00000224277	906	84	822	NA
ENSMUST00000056339	4097	1057	960	2080
ENSMUST00000238668	2708	31	2478	199
ENSMUST00000025065	4113	161	1389	2563
ENSMUST00000168378	4350	296	1668	2386
ENSMUST00000131954	3857	703	3069	85
ENSMUST00000089015	2401	945	975	481
ENSMUST00000053376	1105	124	306	675
ENSMUST00000167994	3438	12	2532	894
ENSMUST00000168391	1342	318	909	115
ENSMUST00000234603	1723	NA	NA	NA
ENSMUST00000120691	5249	378	3144	1727
ENSMUST00000164907	1965	168	249	1548
ENSMUST00000232942	804	NA	NA	NA
ENSMUST00000128751	1397	69	294	1034
ENSMUST00000219235	2929	654	939	1336
ENSMUST00000231341	1970	77	612	1281
ENSMUST00000232803	3720	180	1656	1884
ENSMUST00000120035	4125	114	4011	NA
ENSMUST00000232440	828	NA	NA	NA
ENSMUST00000172177	2736	NA	2391	345
ENSMUST00000165007	1954	272	1149	533
ENSMUST00000039846	865	95	489	281
ENSMUST00000233814	804	7	252	545
ENSMUST00000077001	1159	27	1056	76
ENSMUST00000172868	2755	558	306	1891
ENSMUST00000072410	1443	247	1002	194
ENSMUST00000232288	2755	NA	NA	NA
ENSMUST00000233960	588	NA	NA	NA
ENSMUST00000015622	1238	217	543	478
ENSMUST00000097303	1056	43	978	35
ENSMUST00000201876	632	137	222	273
ENSMUST00000237875	2064	314	699	1051
ENSMUST00000024757	4560	184	1371	3005
ENSMUST00000180283	2368	186	1620	562
ENSMUST00000097317	1931	80	1383	468
ENSMUST00000233356	446	NA	NA	NA
ENSMUST00000002839	2926	143	1785	998
ENSMUST00000115390	4133	99	2334	1700
ENSMUST00000060366	3530	253	1455	1822
ENSMUST00000226941	2642	104	2055	483
ENSMUST00000112840	3667	515	663	2489
ENSMUST00000043897	3189	415	1863	911
ENSMUST00000234027	6100	209	2454	3437
ENSMUST00000238120	2165	158	1878	129
ENSMUST00000024931	5038	545	1743	2750
ENSMUST00000057502	1410	5	996	409
ENSMUST00000008626	1195	78	720	397
ENSMUST00000002733	1717	168	1527	22
ENSMUST00000162629	1607	NA	1521	86
ENSMUST00000237359	2044	39	1878	127
ENSMUST00000113523	3284	167	2499	618
ENSMUST00000063683	2312	27	1518	767
ENSMUST00000216225	1847	536	933	378
ENSMUST00000024832	1191	128	906	157
ENSMUST00000025305	1079	26	765	288
ENSMUST00000113706	3204	236	1467	1501
ENSMUST00000212149	4555	78	3288	1189
ENSMUST00000162117	1591	101	1254	236
ENSMUST00000172823	454	34	303	117
ENSMUST00000002699	3731	82	2064	1585
ENSMUST00000190269	682	NA	NA	NA
ENSMUST00000137539	1820	NA	NA	NA
ENSMUST00000180842	2478	NA	NA	NA
ENSMUST00000025186	2320	362	1431	527
ENSMUST00000222190	1611	294	936	381
ENSMUST00000201805	3806	201	1686	1919
ENSMUST00000055324	1304	45	1161	98
ENSMUST00000097420	1793	403	780	610
ENSMUST00000071648	3451	479	1107	1865
ENSMUST00000232709	2341	419	732	1190
ENSMUST00000072735	1321	584	690	47
ENSMUST00000216181	1671	126	939	606
ENSMUST00000233178	1464	NA	NA	NA
ENSMUST00000173585	770	145	432	193
ENSMUST00000060728	5129	1227	939	2963
ENSMUST00000167741	1129	55	405	669
ENSMUST00000208645	5213	76	948	4189
ENSMUST00000234514	1125	NA	NA	NA
ENSMUST00000213274	3558	916	963	1679
ENSMUST00000002572	2136	177	1014	945
ENSMUST00000168339	649	54	570	25
ENSMUST00000236386	2817	220	1593	1004
ENSMUST00000064889	1988	143	1377	468
ENSMUST00000234223	6235	209	1644	4382
ENSMUST00000235112	2657	43	2529	85
ENSMUST00000126319	5226	96	2406	2724
ENSMUST00000098862	796	77	468	251
ENSMUST00000024707	2921	16	2283	622
ENSMUST00000005053	948	26	423	499
ENSMUST00000070777	2384	NA	1890	494
ENSMUST00000235088	1660	246	783	631
ENSMUST00000232522	654	NA	NA	NA
ENSMUST00000114794	1738	65	1461	212
ENSMUST00000234557	2035	139	951	945
ENSMUST00000047970	4885	47	4581	257
ENSMUST00000233950	8570	180	2481	5909
ENSMUST00000171376	1750	161	909	680
ENSMUST00000073636	954	NA	954	NA
ENSMUST00000146321	1866	78	234	1554
ENSMUST00000040907	2224	294	879	1051
ENSMUST00000095579	1450	236	1026	188
ENSMUST00000173860	1544	44	582	918
ENSMUST00000160319	1407	173	1026	208
ENSMUST00000087144	939	NA	939	NA
ENSMUST00000160457	6618	391	2322	3905
ENSMUST00000238734	6350	128	4806	1416
ENSMUST00000234761	1474	102	843	529
ENSMUST00000232798	1825	296	1344	185
ENSMUST00000072265	966	NA	966	NA
ENSMUST00000024596	1985	170	1671	144
ENSMUST00000016427	1550	22	915	613
ENSMUST00000174195	1778	109	879	790
ENSMUST00000176353	2503	119	1890	494
ENSMUST00000162481	473	21	207	245
ENSMUST00000165020	1675	255	975	445
ENSMUST00000182639	1853	NA	NA	NA
ENSMUST00000010736	2976	227	897	1852
ENSMUST00000234394	513	NA	NA	NA
ENSMUST00000124655	829	45	783	1
ENSMUST00000150534	1684	268	807	609
ENSMUST00000115407	1730	116	1374	240
ENSMUST00000236503	1987	96	1824	67
ENSMUST00000217397	2680	387	933	1360
ENSMUST00000232795	3416	NA	NA	NA
ENSMUST00000080015	1761	279	1140	342
ENSMUST00000043925	1743	91	1467	185
ENSMUST00000114361	2260	267	1836	157
ENSMUST00000167993	2983	168	2097	718
ENSMUST00000233452	512	NA	NA	NA
ENSMUST00000075076	1382	120	888	374
ENSMUST00000177360	950	245	597	108
ENSMUST00000061885	1622	161	633	828
ENSMUST00000078691	2387	636	630	1121
ENSMUST00000201301	4261	169	1686	2406
ENSMUST00000041641	3520	232	3288	NA
ENSMUST00000065841	1761	NA	1761	NA
ENSMUST00000237195	5317	1778	960	2579
ENSMUST00000233417	636	116	519	1
ENSMUST00000154526	2397	67	2136	194
ENSMUST00000007236	1965	136	690	1139
ENSMUST00000171284	2560	1042	1353	165
ENSMUST00000024766	1195	22	681	492
ENSMUST00000169544	2060	NA	912	1148
ENSMUST00000178969	5579	123	4014	1442
ENSMUST00000142351	1973	479	1179	315
ENSMUST00000135850	2047	NA	NA	NA
ENSMUST00000095712	5180	509	1743	2928
ENSMUST00000184635	3009	235	1776	998
ENSMUST00000005976	1847	108	720	1019
ENSMUST00000212520	5216	439	3591	1186
ENSMUST00000077494	1340	11	1197	132
ENSMUST00000162333	1750	330	975	445
ENSMUST00000172229	1446	195	759	492
ENSMUST00000215450	5281	155	948	4178
ENSMUST00000233057	3939	130	3225	584
ENSMUST00000234556	1002	NA	NA	NA
ENSMUST00000067931	2226	153	525	1548
ENSMUST00000025322	1394	5	996	393
ENSMUST00000233806	736	NA	NA	NA
ENSMUST00000234765	1511	177	933	401
ENSMUST00000234443	5164	191	2643	2330
ENSMUST00000234296	6096	209	1686	4201
ENSMUST00000234578	4968	191	1563	3214
ENSMUST00000236161	641	148	456	37
ENSMUST00000234800	1598	NA	NA	NA
ENSMUST00000024987	3434	480	2523	431
ENSMUST00000097333	3593	160	2625	808
ENSMUST00000064953	1729	139	909	681
ENSMUST00000067538	6855	239	5724	892
ENSMUST00000040735	1496	102	1230	164
ENSMUST00000235806	738	58	438	242
ENSMUST00000235069	1040	101	708	231
ENSMUST00000234401	4360	191	1839	2330
ENSMUST00000177882	1117	202	354	561
ENSMUST00000236335	9865	108	555	9202
ENSMUST00000074295	1461	NA	1461	NA
ENSMUST00000232989	1210	49	669	492
ENSMUST00000062357	4597	91	2010	2496
ENSMUST00000173329	2566	164	594	1808
ENSMUST00000233136	1289	65	735	489
ENSMUST00000233120	4428	NA	NA	NA
ENSMUST00000145030	445	NA	NA	NA
ENSMUST00000112915	1013	NA	NA	NA
ENSMUST00000231647	1734	NA	NA	NA
ENSMUST00000160781	2442	246	456	1740
ENSMUST00000024739	2520	105	2175	240
ENSMUST00000108741	1514	NA	NA	NA
ENSMUST00000145183	992	501	309	182
ENSMUST00000025249	1013	327	573	113
ENSMUST00000046719	3645	208	1044	2393
ENSMUST00000159086	10851	147	1848	8856
ENSMUST00000041047	12052	635	3078	8339
ENSMUST00000233527	429	NA	NA	NA
ENSMUST00000179418	481	32	384	65
ENSMUST00000068958	2265	502	765	998
ENSMUST00000171189	4592	468	1668	2456
ENSMUST00000053612	1859	229	690	940
ENSMUST00000232802	654	NA	NA	NA
ENSMUST00000236963	1010	2	858	150
ENSMUST00000234235	682	23	564	95
ENSMUST00000114792	3858	537	1371	1950
ENSMUST00000115535	2784	508	1479	797
ENSMUST00000236793	2674	742	1362	570
ENSMUST00000233454	1560	NA	NA	NA
ENSMUST00000130379	3753	37	2529	1187
ENSMUST00000058801	1534	155	1035	344
ENSMUST00000061764	1291	143	594	554
ENSMUST00000232737	531	NA	NA	NA
ENSMUST00000087158	2117	578	741	798
ENSMUST00000170386	2574	NA	2343	231
ENSMUST00000079461	5991	15	5679	297
ENSMUST00000137458	3272	33	3132	107
ENSMUST00000056113	2429	18	822	1589
ENSMUST00000183937	276	68	207	1
ENSMUST00000234602	3078	314	1029	1735
ENSMUST00000202925	4216	142	1668	2406
ENSMUST00000235171	898	51	456	391
ENSMUST00000025230	2641	105	2283	253
ENSMUST00000047226	2951	14	2850	87
ENSMUST00000223982	4802	358	4359	85
ENSMUST00000233398	1717	93	1293	331
ENSMUST00000056198	2476	241	1863	372
ENSMUST00000066026	7818	152	7563	103
ENSMUST00000234648	703	17	522	164
ENSMUST00000097345	1064	84	792	188
ENSMUST00000172933	1358	351	945	62
ENSMUST00000150324	1267	230	852	185
ENSMUST00000113302	749	157	225	367
ENSMUST00000166980	3627	83	2736	808
ENSMUST00000232766	883	39	519	325
ENSMUST00000025089	4220	204	2685	1331
ENSMUST00000173015	1418	147	699	572
ENSMUST00000041662	1057	22	1035	NA
ENSMUST00000233428	635	NA	420	215
ENSMUST00000150889	1001	NA	NA	NA
ENSMUST00000227745	5598	87	5427	84
ENSMUST00000174337	3021	834	1407	780
ENSMUST00000174216	1144	589	306	249
ENSMUST00000169488	3578	23	3180	375
ENSMUST00000087342	392	90	210	92
ENSMUST00000160673	1791	NA	1791	NA
ENSMUST00000129667	2896	158	2295	443
ENSMUST00000233974	2313	54	1860	399
ENSMUST00000024599	8887	131	7452	1304
ENSMUST00000167624	895	108	555	232
ENSMUST00000234289	445	NA	NA	NA
ENSMUST00000223366	2273	463	933	877
ENSMUST00000232977	296	47	249	NA
ENSMUST00000238040	780	6	666	108
ENSMUST00000045517	2798	547	2022	229
ENSMUST00000233357	837	113	519	205
ENSMUST00000233404	2586	NA	NA	NA
ENSMUST00000233702	1788	142	1632	14
ENSMUST00000014913	1758	36	723	999
ENSMUST00000167107	2659	133	1839	687
ENSMUST00000068714	8436	46	3960	4430
ENSMUST00000233605	3740	1469	1002	1269
ENSMUST00000224595	1926	193	1575	158
ENSMUST00000085548	3103	2032	963	108
ENSMUST00000024833	2738	55	1362	1321
ENSMUST00000172711	1539	349	639	551
ENSMUST00000167059	640	9	285	346
ENSMUST00000073143	614	85	342	187
ENSMUST00000236361	1320	264	807	249
ENSMUST00000167314	8709	95	2568	6046
ENSMUST00000000687	1381	33	861	487
ENSMUST00000046549	1420	321	675	424
ENSMUST00000176923	5962	41	5625	296
ENSMUST00000233733	1854	314	1122	418
ENSMUST00000075483	1620	NA	1620	NA
ENSMUST00000095467	2611	27	1503	1081
ENSMUST00000167464	3492	123	2589	780
ENSMUST00000084141	3686	225	1650	1811
ENSMUST00000023886	1846	590	891	365
ENSMUST00000163375	1613	170	1443	NA
ENSMUST00000209718	1269	10	264	995
ENSMUST00000231577	1056	NA	NA	NA
ENSMUST00000223859	5588	195	4494	899
ENSMUST00000234349	1991	210	1029	752
ENSMUST00000024802	1462	259	501	702
ENSMUST00000232004	658	NA	NA	NA
ENSMUST00000233582	1829	NA	NA	NA
ENSMUST00000186162	647	NA	NA	NA
ENSMUST00000233572	8585	95	1602	6888
ENSMUST00000087165	1125	22	735	368
ENSMUST00000007259	546	36	408	102
ENSMUST00000148431	1946	242	1452	252
ENSMUST00000233721	353	NA	NA	NA
ENSMUST00000236379	1190	178	855	157
ENSMUST00000076840	4032	187	687	3158
ENSMUST00000179554	771	100	342	329
ENSMUST00000172429	1878	290	432	1156
ENSMUST00000097291	7274	405	5682	1187
ENSMUST00000233529	1379	169	732	478
ENSMUST00000038794	3374	233	2589	552
ENSMUST00000063481	3600	260	483	2857
ENSMUST00000233911	721	23	396	302
ENSMUST00000153118	1156	49	933	174
ENSMUST00000121226	5317	95	5202	20
ENSMUST00000171691	8425	1195	2871	4359
ENSMUST00000234686	3855	595	981	2279
ENSMUST00000163394	2092	319	1596	177
ENSMUST00000070888	3358	97	981	2280
ENSMUST00000186358	1455	182	255	1018
ENSMUST00000168920	835	NA	NA	NA
ENSMUST00000236778	2872	NA	NA	NA
ENSMUST00000118283	1388	143	759	486
ENSMUST00000160844	9309	1352	4524	3433
ENSMUST00000114683	930	182	570	178
ENSMUST00000025019	1032	207	678	147
ENSMUST00000088673	531	NA	531	NA
ENSMUST00000115747	1642	NA	1623	19
ENSMUST00000166543	3799	668	1947	1184
ENSMUST00000025025	1990	196	1104	690
ENSMUST00000234697	1427	NA	NA	NA
ENSMUST00000216318	4917	1019	939	2959
ENSMUST00000140304	1835	131	1137	567
ENSMUST00000234181	1625	NA	NA	NA
ENSMUST00000139353	1389	68	1245	76
ENSMUST00000097376	7265	318	1686	5261
ENSMUST00000112507	2817	153	1548	1116
ENSMUST00000056147	1889	85	1632	172
ENSMUST00000234195	561	NA	NA	NA
ENSMUST00000172968	899	10	858	31
ENSMUST00000005504	4019	39	2793	1187
ENSMUST00000113519	513	NA	513	NA
ENSMUST00000088345	5543	114	4014	1415
ENSMUST00000181618	1033	NA	NA	NA
ENSMUST00000237093	700	53	423	224
ENSMUST00000114863	3892	291	876	2725
ENSMUST00000113669	742	198	372	172
ENSMUST00000174779	632	NA	495	137
ENSMUST00000233710	891	19	864	8
ENSMUST00000167489	1708	363	978	367
ENSMUST00000233461	8666	180	2577	5909
ENSMUST00000051574	1996	145	1383	468
ENSMUST00000236409	5058	NA	5058	NA
ENSMUST00000182485	7848	152	7593	103
ENSMUST00000235705	1566	NA	NA	NA
ENSMUST00000233537	3685	64	3225	396
ENSMUST00000159986	3187	124	456	2607
ENSMUST00000067801	2533	280	1686	567
ENSMUST00000019808	1986	166	1392	428
ENSMUST00000079642	2018	68	1638	312
ENSMUST00000001566	2649	253	1335	1061
ENSMUST00000181032	1710	NA	NA	NA
ENSMUST00000159551	2060	197	1191	672
ENSMUST00000214376	2989	124	927	1938
ENSMUST00000169472	596	NA	NA	NA
ENSMUST00000169415	3321	100	342	2879
ENSMUST00000237346	1662	NA	NA	NA
ENSMUST00000024570	2033	110	1875	48
ENSMUST00000095606	2686	386	1407	893
ENSMUST00000113614	3284	288	1935	1061
ENSMUST00000236943	2338	NA	NA	NA
ENSMUST00000114767	1299	75	108	1116
ENSMUST00000228330	2759	35	2343	381
ENSMUST00000172501	579	NA	NA	NA
ENSMUST00000231851	733	NA	NA	NA
ENSMUST00000077535	437	17	216	204
ENSMUST00000168073	7059	144	6405	510
ENSMUST00000182825	3862	234	3345	283
ENSMUST00000025257	847	288	444	115
ENSMUST00000232061	663	NA	NA	NA
ENSMUST00000148178	3934	1481	2190	263
ENSMUST00000024794	956	278	489	189
ENSMUST00000041357	1408	115	1029	264
ENSMUST00000070059	2649	295	1377	977
ENSMUST00000120333	1661	29	1575	57
ENSMUST00000233130	2849	NA	NA	NA
ENSMUST00000040402	1599	207	396	996
ENSMUST00000234973	815	NA	NA	NA
ENSMUST00000025064	4174	187	3717	270
ENSMUST00000063824	3681	134	3126	421
ENSMUST00000025053	3636	141	1644	1851
ENSMUST00000024805	5708	460	1782	3466
ENSMUST00000236498	2579	NA	NA	NA
ENSMUST00000141240	2696	250	1650	796
ENSMUST00000234840	260	NA	NA	NA
ENSMUST00000148188	1086	364	369	353
ENSMUST00000023845	1113	69	990	54
ENSMUST00000233995	1277	417	681	179
ENSMUST00000234095	2403	515	465	1423
ENSMUST00000233374	662	NA	NA	NA
ENSMUST00000043062	2609	297	2004	308
ENSMUST00000117301	3874	327	2736	811
ENSMUST00000043923	2123	102	1194	827
ENSMUST00000140979	3748	938	2388	422
ENSMUST00000234806	1522	NA	NA	NA
ENSMUST00000172587	508	152	306	50
ENSMUST00000237265	1993	177	1056	760
ENSMUST00000236627	733	113	444	176
ENSMUST00000170070	3208	73	2913	222
ENSMUST00000064694	2871	NA	2871	NA
ENSMUST00000024858	2990	392	1653	945
ENSMUST00000237100	302	NA	NA	NA
ENSMUST00000024727	3027	302	2409	316
ENSMUST00000047524	7784	92	5817	1875
ENSMUST00000097399	712	133	576	3
ENSMUST00000075510	3277	141	2976	160
ENSMUST00000041463	1475	443	726	306
ENSMUST00000085989	1443	377	654	412
ENSMUST00000003726	5957	273	4206	1478
ENSMUST00000169397	1550	119	1431	NA
ENSMUST00000172767	1398	177	741	480
ENSMUST00000095187	3530	55	2946	529
ENSMUST00000148960	1937	462	519	956
ENSMUST00000115229	5603	123	4038	1442
ENSMUST00000235047	878	18	699	161
ENSMUST00000068355	1906	86	1134	686
ENSMUST00000024897	3369	257	750	2362
ENSMUST00000133071	1128	199	708	221
ENSMUST00000183929	1349	56	1110	183
ENSMUST00000233174	1263	18	798	447
ENSMUST00000236128	638	37	510	91
ENSMUST00000025163	807	256	384	167
ENSMUST00000097400	747	119	576	52
ENSMUST00000234314	896	NA	NA	NA
ENSMUST00000043757	3161	43	2514	604
ENSMUST00000234992	1551	NA	NA	NA
ENSMUST00000025003	3000	164	1395	1441
ENSMUST00000087543	1580	226	1116	238
ENSMUST00000097368	3233	131	1926	1176
ENSMUST00000176669	4407	1666	2295	446
ENSMUST00000174751	826	25	522	279
ENSMUST00000233850	2158	112	1947	99
ENSMUST00000174849	581	118	306	157
ENSMUST00000186636	1603	NA	1527	76
ENSMUST00000040280	3362	190	1404	1768
ENSMUST00000216476	5275	567	966	3742
ENSMUST00000025319	729	230	453	46
ENSMUST00000233645	8547	507	1026	7014
ENSMUST00000233192	1310	24	741	545
ENSMUST00000233786	9899	180	1695	8024
ENSMUST00000095637	1017	NA	1017	NA
ENSMUST00000042717	3085	117	1467	1501
ENSMUST00000025054	1921	427	978	516
ENSMUST00000172854	1176	289	420	467
ENSMUST00000224091	3773	428	2973	372
ENSMUST00000059560	1030	23	945	62
ENSMUST00000236740	1567	48	1071	448
ENSMUST00000239430	1442	199	810	433
ENSMUST00000043674	4425	319	3183	923
ENSMUST00000159048	8174	650	5706	1818
ENSMUST00000232953	415	NA	NA	NA
ENSMUST00000172466	2477	898	1398	181
ENSMUST00000121542	1521	38	1122	361
ENSMUST00000102678	1472	186	1074	212
ENSMUST00000119115	4173	106	3918	149
ENSMUST00000055117	2627	51	1536	1040
ENSMUST00000051526	1019	145	156	718
ENSMUST00000068282	3618	97	1752	1769
ENSMUST00000233755	5237	120	4638	479
ENSMUST00000171996	7178	102	2574	4502
ENSMUST00000221552	2295	485	933	877
ENSMUST00000234232	960	134	645	181
ENSMUST00000076914	1000	30	939	31
ENSMUST00000112571	622	226	300	96
ENSMUST00000164982	789	NA	789	NA
ENSMUST00000234594	733	58	195	480
ENSMUST00000234254	549	NA	NA	NA
ENSMUST00000057501	3210	319	1791	1100
ENSMUST00000024932	1183	177	468	538
ENSMUST00000047436	1504	290	1026	188
ENSMUST00000162460	3706	349	957	2400
ENSMUST00000002360	3308	438	1233	1637
ENSMUST00000118161	4607	983	2739	885
ENSMUST00000015723	1525	210	957	358
ENSMUST00000044503	4029	466	1665	1898
ENSMUST00000102675	2312	159	1155	998
ENSMUST00000156429	495	119	351	25
ENSMUST00000024831	703	257	264	182
ENSMUST00000048054	3214	82	2910	222
ENSMUST00000024963	2038	117	438	1483
ENSMUST00000171121	1710	119	909	682
ENSMUST00000232564	423	NA	NA	NA
ENSMUST00000189788	1445	110	1149	186
ENSMUST00000185974	833	NA	NA	NA
ENSMUST00000095636	1020	NA	1020	NA
ENSMUST00000133221	3218	NA	NA	NA
ENSMUST00000148721	1293	169	948	176
ENSMUST00000041012	1283	98	621	564
ENSMUST00000166119	1598	86	1383	129
ENSMUST00000172693	842	280	444	118
ENSMUST00000112591	1843	356	1290	197
ENSMUST00000121285	5922	241	4203	1478
ENSMUST00000159943	2316	355	1587	374
ENSMUST00000040655	1128	57	771	300
ENSMUST00000026499	1417	55	726	636
ENSMUST00000025266	1383	202	609	572
ENSMUST00000235350	773	NA	NA	NA
ENSMUST00000233129	981	39	843	99
ENSMUST00000002846	1035	17	882	136
ENSMUST00000168787	7058	370	1839	4849
ENSMUST00000114785	372	54	219	99
ENSMUST00000019726	3645	75	1314	2256
ENSMUST00000179163	3340	77	981	2282
ENSMUST00000169189	1170	NA	1047	123
ENSMUST00000086722	2588	196	2028	364
ENSMUST00000233830	8477	95	1494	6888
ENSMUST00000172190	5153	248	2457	2448
ENSMUST00000066175	2351	138	1959	254
ENSMUST00000183560	316	NA	228	88
ENSMUST00000024783	3854	321	1311	2222
ENSMUST00000007005	2250	84	1194	972
ENSMUST00000236683	627	129	456	42
ENSMUST00000049911	1138	149	477	512
ENSMUST00000054450	1120	28	1032	60
ENSMUST00000087328	2967	231	1926	810
ENSMUST00000233735	166	NA	NA	NA
ENSMUST00000208071	2926	90	1551	1285
ENSMUST00000233442	1273	130	246	897
ENSMUST00000095186	2005	652	360	993
ENSMUST00000024916	6828	5	2103	4720
ENSMUST00000025052	522	37	465	20
ENSMUST00000178039	90	NA	NA	NA
ENSMUST00000025045	500	39	411	50
